Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2021-09-01,290.8483581542969,294.08612491832895,290.5207320699009,291.8505275583118,18983800
2021-09-02,290.19317626953125,292.322761037506,289.2584668525424,291.20499149401866,16285600
2021-09-03,290.1835021972656,291.59037412727884,289.33551492747904,290.03893618886394,14747900
2021-09-07,289.2583923339844,290.1352868730688,287.3504504950294,290.05821049267576,17180400
2021-09-08,289.287353515625,289.6727943038397,286.64705323874495,288.8730054034754,15046800
2021-09-09,286.43505859375,291.1471582820578,286.19415442336,289.87517720465905,19927000
2021-09-10,284.9510192871094,289.007865815786,284.6330387898814,287.5624411048134,19633400
2021-09-13,286.1844787597656,287.6781021035082,283.38035098235275,286.7241016921292,23652900
2021-09-14,288.88262939453125,290.4244218394307,287.25411498430714,288.66098698942704,21853400
2021-09-15,293.7295837402344,294.211391982283,290.8387342879429,292.2263443776221,28356300
2021-09-16,294.11505126953125,294.20177323213824,289.81732959262365,292.70817930849984,19550800
2021-09-17,288.9596862792969,293.4212355512948,288.6320601855472,293.103255033234,41372500
2021-09-20,283.5923767089844,287.85157536698296,278.98629016221753,285.5485173899759,38278700
2021-09-21,284.0741271972656,286.7144563554884,283.37070598587525,284.93175998192237,22364100
2021-09-22,287.716552734375,289.2968976412769,283.79465659539153,285.93388603812656,26626300
2021-09-23,288.66094970703125,289.9521922582794,286.70480943359127,287.9767902418922,18604600
2021-09-24,288.4586181640625,288.8922279642704,286.1266531897196,287.3793723405542,14999000
2021-09-27,283.4670715332031,285.6833776639269,282.28181268174734,285.36539716620223,23571700
2021-09-28,273.2045593261719,280.20042503434115,272.4625851539167,279.25607020918045,43186200
